rt,sub,cond
1.13,6,1
2.4614,6,1
2.5779,6,1
1.7543,6,1
2.3126,6,1
6.4097,6,1
5.5303,6,1
0.95566,6,1
6.8779,6,1
1.61,6,1
4.2398,6,1
2.6243,6,1
1.4028,6,1
1.137,6,1
0.91742,6,1
1.1819,6,1
0.8103,6,1
1.2926,6,1
0.57621,6,1
1.3357,6,1
2.7996,6,1
1.9633,6,1
1.9606,6,1
0.99993,6,1
3.3408,6,1
1.9026,6,1
1.4971,6,1
2.146,6,1
1.2182,6,1
1.5031,6,1
2.4957,6,1
16.028,6,1
3.0494,6,1
1.8134,6,1
4.2794,6,1
2.7544,6,1
1.9193,6,1
0.85848,6,1
1.4053,6,1
0.96474,6,1
0.93788,6,1
1.5161,6,1
0.75606,6,1
1.2452,6,1
1.3266,6,1
2.2413,6,1
2.1974,6,1
1.4795,6,1
1.7403,6,1
3.4814,6,1
1.0083,6,1
1.7912,6,1
8.6316,6,1
2.4035,6,1
3.27,6,1
2.6381,6,1
15.47,6,1
6.4901,6,1
1.8268,6,1
2.3984,6,1
1.0632,6,1
1.1306,6,1
1.1274,6,1
1.3673,6,1
0.75162,6,1
2.0822,6,1
1.2196,6,1
0.98271,6,1
0.86686,6,1
1.3688,6,1
1.1937,6,1
1.9893,6,1
1.2728,6,1
1.1028,6,1
1.0404,6,1
2.1494,6,1
4.0575,6,1
1.1103,6,1
2.0873,6,1
1.8155,6,1
3.5838,6,1
2.0846,6,1
2.7662,6,1
1.6115,6,1
1.0939,6,1
0.79976,6,1
1.2026,6,1
0.89723,6,1
0.83458,6,1
0.8645,6,1
0.77173,6,1
1.5495,6,1
1.6613,6,1
1.2944,6,1
1.5006,6,1
0.71357,6,1
1.263,6,1
1.4209,6,1
1.4326,6,1
1.9578,6,1
2.196,6,1
3.5944,6,1
3.1389,6,1
2.2223,6,1
2.2998,6,1
4.0204,6,1
13.339,6,1
2.4577,6,1
1.3008,6,1
2.5046,6,1
1.6811,6,1
0.74716,6,1
2.3335,6,1
1.073,6,1
0.80167,6,1
0.85127,6,1
2.0984,6,1
1.0809,6,1
1.4445,6,1
1.4819,6,1
0.87248,6,1
1.1022,6,1
1.1944,6,1
1.6434,6,1
7.464,6,1
6.9378,6,1
3.9107,6,1
3.1051,6,1
5.2978,6,1
1.22,6,1
1.1234,6,1
1.9436,6,1
1.2868,6,1
1.1088,6,1
1.2191,6,1
1.5094,6,1
1.6326,6,1
1.4284,6,1
2.0488,6,1
1.6834,6,1
1.6256,6,1
1.8037,6,1
2.864,6,1
2.3902,6,1
1.7836,6,1
2.24,6,1
6.6324,6,1
2.1048,6,1
6.2272,6,1
1.1568,6,1
3.5218,6,1
1.4961,6,1
2.6026,6,1
1.6196,6,1
1.5093,6,1
2.9185,6,1
0.91116,6,1
1.1394,6,1
1.4762,6,1
0.91509,6,1
0.9018,6,1
1.0725,6,1
1.968,6,1
1.3608,6,1
2.0881,6,1
2.1556,6,1
1.487,6,1
5.6423,6,1
2.6147,6,1
1.459,6,1
0.85999,6,1
1.5669,6,1
11.066,6,1
1.802,6,1
1.4273,6,1
1.3794,6,1
4.2385,6,1
2.5766,6,1
1.6687,6,1
0.98742,6,1
1.2057,6,2
0.95806,6,2
0.88666,6,2
1.853,6,2
1.1485,6,2
0.91368,6,2
1.1467,6,2
1.9695,6,2
1.0256,6,2
1.7469,6,2
2.9132,6,2
2.1631,6,2
2.5283,6,2
1.6075,6,2
1.1593,6,2
2.2359,6,2
10.113,6,2
2.1128,6,2
1.0762,6,2
3.6324,6,2
19.733,6,2
2.4771,6,2
4.9178,6,2
12.445,6,2
1.1886,6,2
1.2955,6,2
1.0103,6,2
1.4708,6,2
2.0425,6,2
1.9903,6,2
1.0041,6,2
1.1893,6,2
1.7089,6,2
1.153,6,2
1.4083,6,2
2.0762,6,2
2.6429,6,2
1.8896,6,2
3.1304,6,2
2.7227,6,2
1.185,6,2
14.92,6,2
3.9051,6,2
6.3364,6,2
4.0378,6,2
2.5501,6,2
10.382,6,2
3.0982,6,2
3.1069,7,1
1.1188,7,1
1.1162,7,1
1.0067,7,1
0.99557,7,1
1.8689,7,1
0.93775,7,1
1.6153,7,1
2.2975,7,1
1.3995,7,1
2.855,7,1
1.298,7,1
1.9189,7,1
1.1965,7,1
2.7101,7,1
1.2788,7,1
1.8762,7,1
5.437,7,1
2.417,7,1
2.2228,7,1
2.0297,7,1
3.5299,7,1
2.6672,7,1
4.0237,7,1
1.4227,7,1
2.6918,7,1
0.98534,7,1
1.4476,7,1
1.1831,7,1
1.5601,7,1
1.3875,7,1
0.92567,7,1
1.9833,7,1
1.3016,7,1
1.2583,7,1
1.0782,7,1
1.3741,7,1
4.635,7,1
2.57,7,1
1.069,7,1
3.2158,7,1
1.1577,7,1
1.4791,7,1
2.6407,7,1
1.3558,7,1
1.5415,7,1
2.8641,7,1
2.9887,7,1
1.8441,7,1
0.84235,7,1
1.3131,7,1
0.91225,7,1
0.9678,7,1
2.4544,7,1
0.91032,7,1
0.9526,7,1
1.4881,7,1
8.2135,7,1
1.4989,7,1
1.6241,7,1
0.96996,7,1
1.4464,7,1
1.9835,7,1
0.8791,7,1
4.2488,7,1
2.9246,7,1
3.2671,7,1
1.3316,7,1
1.8807,7,1
2.4953,7,1
2.922,7,1
2.8906,7,1
0.96538,7,1
1.9566,7,1
1.3157,7,1
1.1235,7,1
1.1753,7,1
1.4544,7,1
0.91105,7,1
1.317,7,1
1.3705,7,1
2.0378,7,1
1.1977,7,1
2.1357,7,1
1.0962,7,1
1.0009,7,1
1.5289,7,1
1.743,7,1
1.4954,7,1
1.9307,7,1
1.6623,7,1
1.63,7,1
1.5638,7,1
5.2576,7,1
5.2852,7,1
2.0704,7,1
0.8216,7,1
1.7116,7,1
0.78075,7,1
1.2014,7,1
0.94111,7,1
4.2522,7,1
1.0273,7,1
1.7838,7,1
2.0703,7,1
1.6752,7,1
1.8633,7,1
0.78434,7,1
1.0639,7,1
1.455,7,1
2.26,7,1
4.2574,7,1
8.7873,7,1
1.5709,7,1
1.3093,7,1
3.1355,7,1
1.2914,7,1
2.7262,7,1
6.8683,7,1
1.6492,7,1
0.69335,7,1
1.4196,7,1
0.80422,7,1
1.2601,7,1
1.2239,7,1
1.2033,7,1
1.3717,7,1
1.2177,7,1
1.707,7,1
1.1231,7,1
1.7253,7,1
10.125,7,1
2.738,7,1
1.3792,7,1
1.8772,7,1
2.2344,7,1
2.3746,7,1
1.318,7,1
3.6889,7,1
2.0386,7,1
5.2213,7,1
7.601,7,1
8.6785,7,1
2.444,7,1
0.82122,7,1
1.9747,7,1
1.4278,7,1
1.4867,7,1
0.99317,7,1
2.0602,7,1
0.97174,7,1
1.0291,7,1
1.3077,7,1
0.93985,7,1
1.8594,7,1
2.2423,7,1
7.4153,7,1
3.2906,7,1
1.8398,7,1
1.2669,7,1
1.4015,7,1
1.337,7,1
1.7808,7,1
3.7392,7,1
0.9034,7,1
1.4754,7,1
4.5014,7,1
1.7563,7,1
0.918,7,1
0.8291,7,1
0.91508,7,1
1.3567,7,1
1.5097,7,1
1.2418,7,1
0.98241,7,1
1.3634,7,1
6.1304,7,1
1.1905,7,1
1.8555,7,1
1.3648,7,1
1.8491,7,1
1.223,7,1
1.0661,7,1
1.5281,7,1
2.027,7,1
1.7169,7,1
3.1781,7,1
3.104,7,1
1.4559,7,1
5.8232,7,1
1.7094,7,1
1.8231,7,1
1.1558,7,2
1.4536,7,2
1.5682,7,2
1.3026,7,2
1.723,7,2
1.4488,7,2
1.8631,7,2
1.1879,7,2
2.2493,7,2
1.7811,7,2
1.5826,7,2
2.2718,7,2
22.215,7,2
2.3563,7,2
1.0096,7,2
1.5113,7,2
2.2684,7,2
5.5043,7,2
9.8627,7,2
5.4443,7,2
1.3923,7,2
2.61,7,2
1.2315,7,2
5.3662,7,2
1.0014,7,2
1.2227,7,2
1.2172,7,2
1.3055,7,2
1.4071,7,2
1.167,7,2
2.0596,7,2
1.3981,7,2
1.0118,7,2
1.9474,7,2
1.4095,7,2
2.3266,7,2
1.6238,7,2
2.7584,7,2
2.2679,7,2
3.2155,7,2
1.4392,7,2
2.9991,7,2
1.7096,7,2
7.0309,7,2
2.5221,7,2
5.6973,7,2
3.19,7,2
7.3636,7,2
1.3344,8,1
1.3832,8,1
1.0764,8,1
2.1655,8,1
0.97154,8,1
0.61498,8,1
0.8598,8,1
1.0565,8,1
2.0998,8,1
1.8213,8,1
1.5891,8,1
1.2443,8,1
1.8605,8,1
2.8313,8,1
3.1899,8,1
1.8651,8,1
2.0909,8,1
3.0814,8,1
1.6483,8,1
1.5313,8,1
2.2603,8,1
2.862,8,1
6.7348,8,1
2.0861,8,1
1.5955,8,1
0.67219,8,1
0.86416,8,1
1.1308,8,1
0.77172,8,1
1.5197,8,1
0.9955,8,1
2.1702,8,1
1.3355,8,1
1.7462,8,1
1.8541,8,1
1.6565,8,1
0.92282,8,1
1.7818,8,1
0.91098,8,1
1.5445,8,1
1.913,8,1
1.4331,8,1
7.2145,8,1
1.6448,8,1
1.2463,8,1
1.7764,8,1
2.8987,8,1
3.8778,8,1
1.3002,8,1
1.1068,8,1
0.88259,8,1
1.0397,8,1
0.86446,8,1
0.82538,8,1
1.2088,8,1
1.5144,8,1
1.518,8,1
1.817,8,1
1.6658,8,1
0.92267,8,1
1.6275,8,1
2.5155,8,1
4.5873,8,1
3.987,8,1
20.392,8,1
4.8549,8,1
2.2125,8,1
1.0926,8,1
1.485,8,1
2.9132,8,1
1.8709,8,1
1.1002,8,1
1.1346,8,1
1.7679,8,1
1.5266,8,1
0.76236,8,1
2.2659,8,1
9.4893,8,1
1.293,8,1
1.7126,8,1
1.489,8,1
1.1624,8,1
1.5514,8,1
1.3788,8,1
1.2104,8,1
3.2175,8,1
7.9577,8,1
1.3559,8,1
4.6395,8,1
1.7012,8,1
5.166,8,1
1.0778,8,1
2.1329,8,1
2.5918,8,1
1.5798,8,1
8.0281,8,1
0.94831,8,1
0.79033,8,1
1.0715,8,1
2.1467,8,1
1.5974,8,1
0.79182,8,1
1.86,8,1
0.98328,8,1
1.1921,8,1
1.5774,8,1
2.3589,8,1
2.1221,8,1
9.6795,8,1
0.82265,8,1
2.2994,8,1
1.8427,8,1
2.1921,8,1
3.3238,8,1
2.0497,8,1
2.0666,8,1
0.94619,8,1
1.5745,8,1
8.3344,8,1
1.3581,8,1
2.8523,8,1
0.99273,8,1
1.0876,8,1
1.7088,8,1
2.3473,8,1
3.5155,8,1
0.75931,8,1
0.81783,8,1
1.9991,8,1
1.618,8,1
2.9425,8,1
1.8855,8,1
2.6193,8,1
5.8895,8,1
0.89338,8,1
4.9654,8,1
2.6751,8,1
7.6403,8,1
2.2572,8,1
4.1962,8,1
1.3518,8,1
4.0755,8,1
19.125,8,1
8.7837,8,1
1.6398,8,1
0.82726,8,1
1.0915,8,1
0.9974,8,1
0.76036,8,1
1.0135,8,1
0.94624,8,1
0.86718,8,1
3.4431,8,1
2.7975,8,1
1.2003,8,1
1.7556,8,1
1.0083,8,1
2.9472,8,1
1.4409,8,1
0.98092,8,1
5.1585,8,1
1.3397,8,1
4.9018,8,1
6.1438,8,1
1.4629,8,1
1.3695,8,1
1.6046,8,1
4.6643,8,1
1.5095,8,1
5.0207,8,1
1.2164,8,1
1.1155,8,1
1.0479,8,1
0.88657,8,1
1.6532,8,1
0.88821,8,1
3.7861,8,1
1.3942,8,1
0.92923,8,1
1.1101,8,1
3.0653,8,1
6.1836,8,1
2.0708,8,1
1.5179,8,1
3.9543,8,1
3.3774,8,1
4.519,8,1
2.5483,8,1
0.79712,8,1
1.7062,8,1
7.2151,8,1
1.0687,8,1
1.6602,8,2
1.7291,8,2
1.4725,8,2
1.1153,8,2
1.0087,8,2
0.93878,8,2
1.1161,8,2
1.073,8,2
1.5423,8,2
10.238,8,2
2.1173,8,2
5.5055,8,2
4.4108,8,2
2.245,8,2
0.92324,8,2
3.2753,8,2
3.6704,8,2
2.3267,8,2
2.9715,8,2
16.286,8,2
2.1113,8,2
14.3,8,2
1.2446,8,2
14.658,8,2
1.1815,8,2
1.6554,8,2
1.0531,8,2
2.4753,8,2
1.0479,8,2
14.65,8,2
0.97141,8,2
1.0984,8,2
1.4078,8,2
0.95822,8,2
14.604,8,2
3.0811,8,2
0.89772,8,2
1.7195,8,2
2.3128,8,2
1.3688,8,2
5.0785,8,2
1.5484,8,2
1.3435,8,2
1.4765,8,2
4.2493,8,2
23.505,8,2
4.2862,8,2
6.3374,8,2
1.1934,9,1
1.0776,9,1
1.9604,9,1
1.7638,9,1
1.7891,9,1
1.9615,9,1
1.1231,9,1
0.87338,9,1
1.8948,9,1
1.5562,9,1
1.0838,9,1
1.8742,9,1
1.8418,9,1
2.0502,9,1
1.3881,9,1
1.9127,9,1
3.3591,9,1
3.5762,9,1
4.8798,9,1
3.8361,9,1
3.8985,9,1
1.8274,9,1
5.1536,9,1
2.2242,9,1
1.2896,9,1
1.2309,9,1
1.6455,9,1
1.3489,9,1
1.4443,9,1
1.2773,9,1
1.0154,9,1
1.4496,9,1
1.8386,9,1
1.7977,9,1
1.1053,9,1
2.0226,9,1
1.3109,9,1
1.3249,9,1
1.6205,9,1
1.6049,9,1
1.8905,9,1
1.4945,9,1
4.904,9,1
8.1923,9,1
1.7161,9,1
6.8216,9,1
4.6841,9,1
5.6615,9,1
1.0047,9,1
1.2699,9,1
1.0031,9,1
1.2394,9,1
1.8897,9,1
0.99958,9,1
1.489,9,1
1.0115,9,1
1.537,9,1
2.2241,9,1
6.481,9,1
1.5353,9,1
4.3799,9,1
1.2178,9,1
1.6453,9,1
3.7757,9,1
3.001,9,1
3.2679,9,1
2.5194,9,1
2.9585,9,1
2.2321,9,1
4.1764,9,1
8.7347,9,1
2.3359,9,1
1.4167,9,1
1.3348,9,1
0.93428,9,1
1.0039,9,1
1.3008,9,1
0.88837,9,1
1.1818,9,1
1.7076,9,1
1.7929,9,1
3.2886,9,1
1.5565,9,1
1.4382,9,1
2.1708,9,1
2.5253,9,1
2.4733,9,1
9.4182,9,1
3.1438,9,1
1.8584,9,1
2.0214,9,1
1.3745,9,1
12.058,9,1
2.6009,9,1
6.1375,9,1
6.2911,9,1
1.1487,9,1
1.3919,9,1
1.6688,9,1
0.99967,9,1
0.98474,9,1
0.65235,9,1
1.2339,9,1
1.1707,9,1
2.1135,9,1
3.2912,9,1
1.9733,9,1
1.812,9,1
1.1054,9,1
2.2815,9,1
2.7328,9,1
2.1168,9,1
3.1043,9,1
1.6549,9,1
22.5,9,1
9.7913,9,1
1.733,9,1
13.726,9,1
1.7379,9,1
2.0056,9,1
1.0102,9,1
1.2348,9,1
1.6083,9,1
0.83243,9,1
1.2981,9,1
1.122,9,1
1.1029,9,1
2.0237,9,1
1.7029,9,1
1.7682,9,1
2.4089,9,1
1.2297,9,1
3.4912,9,1
1.6331,9,1
1.6819,9,1
1.4127,9,1
3.4996,9,1
4.5919,9,1
1.351,9,1
3.1881,9,1
3.8378,9,1
2.6133,9,1
4.7462,9,1
3.9769,9,1
0.98646,9,1
2.396,9,1
1.52,9,1
1.2854,9,1
1.153,9,1
1.1503,9,1
1.0913,9,1
1.2522,9,1
1.4099,9,1
0.88363,9,1
1.878,9,1
1.7913,9,1
1.5746,9,1
2.2049,9,1
1.2708,9,1
3.0107,9,1
9.6218,9,1
2.8489,9,1
1.2841,9,1
1.7268,9,1
1.2932,9,1
3.5324,9,1
3.5527,9,1
1.8216,9,1
1.0634,9,1
1.2375,9,1
1.6245,9,1
1.1851,9,1
0.98604,9,1
1.4573,9,1
1.3456,9,1
1.1318,9,1
1.8158,9,1
1.3166,9,1
3.0216,9,1
3.3079,9,1
1.3431,9,1
4.0396,9,1
1.7781,9,1
1.9821,9,1
4.8189,9,1
2.9904,9,1
3.9158,9,1
6.0481,9,1
2.6104,9,1
1.9275,9,1
4.9855,9,1
3.6727,9,1
2.0504,9,2
1.427,9,2
1.6919,9,2
1.6713,9,2
3.1581,9,2
1.8304,9,2
1.7641,9,2
2.6555,9,2
2.8317,9,2
2.0976,9,2
2.3617,9,2
2.9287,9,2
2.7319,9,2
2.4697,9,2
1.8676,9,2
3.1782,9,2
9.1852,9,2
1.7373,9,2
4.0258,9,2
15.942,9,2
3.9248,9,2
3.636,9,2
19.167,9,2
5.3159,9,2
1.0957,9,2
1.1791,9,2
2.6277,9,2
1.0541,9,2
1.9484,9,2
1.7399,9,2
1.2749,9,2
2.6482,9,2
2.5106,9,2
1.9658,9,2
2.4669,9,2
12.285,9,2
2.3841,9,2
2.2923,9,2
1.8237,9,2
2.2648,9,2
5.3259,9,2
1.5205,9,2
10.46,9,2
17.187,9,2
9.793,9,2
3.42,9,2
2.8946,9,2
5.9193,9,2
1.1653,10,1
2.0202,10,1
1.4815,10,1
1.1358,10,1
1.4507,10,1
1.3599,10,1
1.3329,10,1
2.1152,10,1
2.2829,10,1
2.199,10,1
2.2907,10,1
1.357,10,1
2.0385,10,1
2.4736,10,1
2.2581,10,1
2.2102,10,1
62.824,10,1
14.365,10,1
1.2541,10,1
2.2562,10,1
9.64,10,1
1.5667,10,1
1.615,10,1
5.8719,10,1
1.0494,10,1
1.2156,10,1
1.3751,10,1
0.91521,10,1
0.74996,10,1
1.4058,10,1
1.33,10,1
1.0795,10,1
2.516,10,1
1.3121,10,1
1.206,10,1
2.3823,10,1
2.1505,10,1
1.7526,10,1
2.9158,10,1
1.0315,10,1
2.4557,10,1
1.6446,10,1
16.166,10,1
1.5038,10,1
5.6716,10,1
1.4793,10,1
7.1434,10,1
2.0894,10,1
1.3787,10,1
2.3017,10,1
1.2265,10,1
1.7248,10,1
1.4567,10,1
1.2536,10,1
1.6182,10,1
1.8516,10,1
2.1559,10,1
1.2525,10,1
1.8064,10,1
2.3444,10,1
1.4807,10,1
1.3919,10,1
1.3233,10,1
2.0913,10,1
5.6726,10,1
1.8134,10,1
2.5548,10,1
2.2914,10,1
1.5476,10,1
5.4473,10,1
1.7478,10,1
1.9524,10,1
1.0865,10,1
2.0422,10,1
1.6253,10,1
1.9348,10,1
1.2993,10,1
2.4778,10,1
4.5866,10,1
1.4594,10,1
1.6494,10,1
1.1973,10,1
2.4469,10,1
2.1965,10,1
1.6317,10,1
1.3142,10,1
1.9657,10,1
3.1948,10,1
1.6824,10,1
7.0059,10,1
2.3025,10,1
0.0022188,10,1
4.8601,10,1
2.5751,10,1
5.7735,10,1
1.5853,10,1
0.88943,10,1
1.7613,10,1
3.3713,10,1
1.7956,10,1
1.8263,10,1
1.8052,10,1
0.82833,10,1
2.6665,10,1
0.035092,10,1
1.881,10,1
1.4054,10,1
1.495,10,1
3.1701,10,1
0.92142,10,1
2.6423,10,1
3.7997,10,1
1.1352,10,1
2.519,10,1
14.209,10,1
2.6862,10,1
1.8753,10,1
0.88304,10,1
6.5859,10,1
7.6956,10,1
1.2976,10,1
0.7973,10,1
3.5202,10,1
1.1723,10,1
0.98628,10,1
1.5866,10,1
1.5275,10,1
0.93121,10,1
3.2651,10,1
2.2024,10,1
2.0225,10,1
0.997,10,1
1.5526,10,1
1.3853,10,1
0.90744,10,1
1.2556,10,1
16.83,10,1
2.1293,10,1
1.834,10,1
3.8681,10,1
2.0077,10,1
2.3244,10,1
2.2192,10,1
2.4571,10,1
0.93419,10,1
0.0044067,10,1
18.102,10,1
0.92696,10,1
1.1189,10,1
1.0112,10,1
1.4034,10,1
1.2783,10,1
1.2648,10,1
1.5945,10,1
1.8845,10,1
2.0754,10,1
1.822,10,1
2.9031,10,1
2.6733,10,1
2.1873,10,1
7.928,10,1
2.2032,10,1
2.0001,10,1
3.0391,10,1
2.4717,10,1
1.9595,10,1
1.8732,10,1
3.943,10,1
0.80117,10,1
1.0517,10,1
1.1915,10,1
0.9409,10,1
1.3336,10,1
0.97481,10,1
1.5739,10,1
12.404,10,1
2.9192,10,1
3.5123,10,1
2.3478,10,1
7.8671,10,1
0.002049,10,1
2.5854,10,1
2.2404,10,1
1.1499,10,1
7.4507,10,1
2.2913,10,1
18.837,10,1
1.6564,10,1
3.8376,10,1
1.3015,10,1
3.8428,10,1
1.1555,10,1
2.4104,10,2
2.9797,10,2
1.9186,10,2
2.3971,10,2
5.2004,10,2
10.944,10,2
2.5918,10,2
5.418,10,2
4.1714,10,2
2.0578,10,2
4.2221,10,2
16.766,10,2
3.8552,10,2
3.5237,10,2
2.5905,10,2
2.5258,10,2
2.6464,10,2
2.9234,10,2
7.6133,10,2
1.7757,10,2
6.8372,10,2
4.6582,10,2
17.959,10,2
10.86,10,2
1.6983,10,2
1.1817,10,2
1.4501,10,2
1.3656,10,2
1.0999,10,2
1.5777,10,2
2.6147,10,2
1.7353,10,2
1.3383,10,2
1.6535,10,2
1.9946,10,2
3.5465,10,2
1.8924,10,2
1.5653,10,2
1.9617,10,2
44.636,10,2
7.2152,10,2
3.578,10,2
1.5777,10,2
16.015,10,2
2.2891,10,2
1.6621,10,2
1.7461,10,2
6.6926,10,2